74.30321 -4.674762119.66038 -15.116621
105.45997 -20.117565
109.77473 -28.185358
83.21832 -27.039272
126.91717 -50.25006
86.38597 -40.650154
52.668476 -28.95474
42.216396 -26.79134
40.45085 -29.389263
38.52566 -31.871199
43.65427 -40.99409
34.227356 -36.448433
34.334026 -41.502712
46.092445 -63.440807
51.878616 -81.74762
37.102608 -67.489395
28.282286 -60.102917
24.807446 -62.656456
24.69724 -76.01029
19.75647 -76.946365
14.274147 -74.8277
6.2666616 -49.605736
3.5057213 -55.721844
-9.184851E-15 -50.0
-3.139526 -49.901337
-6.2666616 -49.605736
-10.41509 -54.59781
-13.713537 -53.4107
-26.90105 -82.79292
-27.75829 -70.109436
-22.040213 -46.837833
-31.430187 -57.1713
-26.79134 -42.216396
-29.389263 -40.45085
-38.017994 -45.95586
-34.227356 -36.448433
-46.53258 -43.697002
-38.52566 -31.871199
-40.45085 -29.389263
-42.216396 -26.79134
-83.81993 -46.0804
-86.89141 -40.887993
-98.59685 -39.037254
-143.12222 -46.50323
-143.63857 -36.880116
-160.72182 -30.659325
-186.18002 -23.520008
-157.68095 -9.9204445
-190.12851 2.3284026E-14
-183.83247 11.565759
-145.58727 18.391949
-116.9116 22.30208
-97.90232 25.137043
-141.48434 45.97105
-102.99021 40.776707
-138.49583 65.171196
-160.95981 88.4884
-114.24053 72.499245
-125.62218 91.26986
-117.65654 97.333954
-142.68515 133.99026
-112.00853 119.27697
-130.35721 157.57478
-119.31813 164.22733
-127.11785 200.30568
-120.438416 219.07668
-96.03964 204.09464
-75.72414 191.25734
-69.351425 213.44174
-50.172047 195.40721
-44.794296 234.81993
-29.863472 236.39372
-13.490268 214.42166
1.5308084E-14 250.0
15.69763 249.50668
31.33331 248.02867
46.84533 245.57181
54.851055 213.63075
77.25425 237.76413
90.72225 229.13826
103.53854 220.03061
120.438416 219.07668
133.9567 211.08199
146.94632 202.25424
155.76044 188.28203
144.82764 154.22577
119.727 112.43114
124.024445 102.601944
140.18803 101.85256
121.24752 76.946014
134.04555 73.69216
132.23712 62.22607
142.4203 56.388184
102.68762 33.36523
88.769775 22.792204
95.36635 18.192104
129.52948 16.363379
146.29202 9.203914
100.317505 0.0
