268.1955 654.36208
250.53571 649.1479
251.07143 621.11218
254.28571 604.50504
259.10714 592.8979
274.82143 568.43361
291.07143 552.71932
311.78571 540.04075
326.96429 535.04075
327.14286 525.75504
325.53571 521.11218
322.5 514.1479
317.32143 503.07647
312.67857 491.6479
307.14286 496.6479
298.39286 506.46932
297.85714 507.36218
297.32143 508.25504
286.07143 518.61218
272.85714 528.43361
260.71429 533.61218
251.25 533.61218
251.60714 503.07647
263.03571 498.61218
287.14286 491.29075
304.28571 483.79075
317.85714 470.57647
324.82143 460.93361
325 447.71932
314.28571 440.21932
315.71429 423.07647
320.71429 407.36218
327.85714 405.93361
338.57143 411.6479
338.57143 423.79075
332.85714 438.79075
336.42857 456.6479
352.85714 462.36218
366.42857 462.36218
372.14286 454.50504
375.71429 431.6479
368.57143 408.07647
350.71429 387.36218
312.85714 366.6479
319.28571 353.07647
333.57143 359.50504
337.85714 370.21932
347.14286 354.50504
330.71429 334.50504
337.14286 325.93361
360 352.36218
388.57143 404.50504
385.71429 445.21932
377.14286 460.93361
367.85714 476.6479
350.71429 496.6479
346.42857 511.6479
346.42857 521.6479
349.28571 531.6479
372.85714 534.50504
405.71429 550.21932
431.42857 575.21932
450.71429 610.21933
443.57143 613.79075
437.85714 599.68361
428.39286 598.43361
420.35714 605.04075
419.82143 615.04075
424.64286 615.57647
426.96429 609.86218
437.5 609.50504
438.03572 618.96932
438.57143 619.1479
417.14286 628.07647
413.57143 612.36218
404.28571 588.79075
391.42857 568.07647
375 550.21932
357.85714 547.36218
339.28571 545.21932
323.57143 548.79075
306.42857 563.79075
292.85714 585.21932
285 608.79075
285 631.6479
289.28571 649.50504
297.14286 669.50504
256.42857 685.21933
250.53571 683.43361
250.53571 677.00504
262.31092 671.41548
263.28607 661.17871
286.78571 662.8979
280.35714 648.79075
